Temp (C) -2h,Dew Point Temp (C) -2h,Rel Hum (%) -2h,Wind Dir (10s deg) -2h,Wind Spd (km/h) -2h,Visibility (km) -2h,Stn Press (kPa) -2h,Weather -2h,Temp (C) -1h,Dew Point Temp (C) -1h,Rel Hum (%) -1h,Wind Dir (10s deg) -1h,Wind Spd (km/h) -1h,Visibility (km) -1h,Stn Press (kPa) -1h,Weather -1h,Weather
27,19.4,63,28,13,48.3,101.46,FALSE,26.7,19,62,28,15,48.3,101.41,FALSE,FALSE
26.7,19,62,28,15,48.3,101.41,FALSE,27.5,18,55,30,16,48.3,101.35,FALSE,FALSE
27.5,18,55,30,16,48.3,101.35,FALSE,27.5,18.8,59,29,13,48.3,101.31,FALSE,FALSE
27.5,18.8,59,29,13,48.3,101.31,FALSE,26.2,19.7,67,28,12,40.2,101.28,FALSE,FALSE
26.2,19.7,67,28,12,40.2,101.28,FALSE,24.7,20.1,75,28,9,40.2,101.25,FALSE,FALSE
24.7,20.1,75,28,9,40.2,101.25,FALSE,22.9,20.1,84,27,4,40.2,101.27,FALSE,FALSE
22.9,20.1,84,27,4,40.2,101.27,FALSE,21.5,19.6,89,17,8,32.2,101.3,FALSE,FALSE
21.5,19.6,89,17,8,32.2,101.3,FALSE,21.9,18.5,81,14,8,32.2,101.33,FALSE,FALSE
21.9,18.5,81,14,8,32.2,101.33,FALSE,21.5,17,75,7,7,32.2,101.34,FALSE,FALSE
21.5,17,75,7,7,32.2,101.34,FALSE,20.7,17.9,84,9,17,24.1,101.37,FALSE,FALSE
20.7,17.9,84,9,17,24.1,101.37,FALSE,20,16.4,80,10,13,32.2,101.37,FALSE,FALSE
20,16.4,80,10,13,32.2,101.37,FALSE,19.3,15.8,80,9,8,32.2,101.4,FALSE,FALSE
19.3,15.8,80,9,8,32.2,101.4,FALSE,19.2,15.8,81,36,1,32.2,101.4,FALSE,FALSE
19.2,15.8,81,36,1,32.2,101.4,FALSE,19.3,15.6,79,4,3,24.1,101.43,FALSE,FALSE
19.3,15.6,79,4,3,24.1,101.43,FALSE,18.1,15.3,84,24,5,32.2,101.48,FALSE,FALSE
18.1,15.3,84,24,5,32.2,101.48,FALSE,19.7,16.2,80,0,0,48.3,101.55,FALSE,FALSE
19.7,16.2,80,0,0,48.3,101.55,FALSE,21.7,17.4,76,11,8,48.3,101.58,FALSE,FALSE
21.7,17.4,76,11,8,48.3,101.58,FALSE,22,17.8,77,13,5,48.3,101.67,FALSE,TRUE
22,17.8,77,13,5,48.3,101.67,FALSE,21.4,17.9,80,30,9,32.2,101.77,TRUE,FALSE
21.4,17.9,80,30,9,32.2,101.77,TRUE,22.9,18.8,77,33,15,32.2,101.73,FALSE,FALSE
22.9,18.8,77,33,15,32.2,101.73,FALSE,23.8,18.3,71,12,10,24.1,101.74,FALSE,FALSE
23.8,18.3,71,12,10,24.1,101.74,FALSE,22.6,18.7,78,32,4,32.2,101.71,FALSE,FALSE
22.6,18.7,78,32,4,32.2,101.71,FALSE,23.3,19.2,77,19,17,32.2,101.71,FALSE,FALSE
23.3,19.2,77,19,17,32.2,101.71,FALSE,24,18.2,70,17,11,32.2,101.73,FALSE,FALSE
24,18.2,70,17,11,32.2,101.73,FALSE,24.6,19.1,71,28,14,32.2,101.64,FALSE,FALSE
24.6,19.1,71,28,14,32.2,101.64,FALSE,24.4,17.5,65,29,3,32.2,101.66,FALSE,FALSE
24.4,17.5,65,29,3,32.2,101.66,FALSE,26,17.2,58,2,4,32.2,101.59,FALSE,FALSE
26,17.2,58,2,4,32.2,101.59,FALSE,24.8,17.5,64,28,9,32.2,101.53,FALSE,FALSE
24.8,17.5,64,28,9,32.2,101.53,FALSE,22.1,19.8,86,22,15,32.2,101.54,FALSE,FALSE
22.1,19.8,86,22,15,32.2,101.54,FALSE,21.5,18.5,83,33,7,32.2,101.51,FALSE,FALSE
21.5,18.5,83,33,7,32.2,101.51,FALSE,21.9,18.5,81,12,5,32.2,101.49,FALSE,FALSE
21.9,18.5,81,12,5,32.2,101.49,FALSE,21.7,18.3,81,14,12,32.2,101.52,FALSE,FALSE
21.7,18.3,81,14,12,32.2,101.52,FALSE,20,17.6,86,33,10,32.2,101.49,FALSE,FALSE
20,17.6,86,33,10,32.2,101.49,FALSE,19.6,17.1,85,11,13,32.2,101.5,FALSE,FALSE
19.6,17.1,85,11,13,32.2,101.5,FALSE,19.5,16.9,85,12,10,32.2,101.5,FALSE,FALSE
19.5,16.9,85,12,10,32.2,101.5,FALSE,19.3,16.8,85,12,17,32.2,101.57,FALSE,FALSE
19.3,16.8,85,12,17,32.2,101.57,FALSE,18.4,15.8,84,9,19,32.2,101.62,FALSE,FALSE
18.4,15.8,84,9,19,32.2,101.62,FALSE,18.2,14.4,78,12,24,32.2,101.67,FALSE,FALSE
18.2,14.4,78,12,24,32.2,101.67,FALSE,18,14.6,80,10,15,32.2,101.66,FALSE,FALSE
18,14.6,80,10,15,32.2,101.66,FALSE,18.3,14.6,79,11,19,32.2,101.74,FALSE,FALSE
18.3,14.6,79,11,19,32.2,101.74,FALSE,18.9,14.5,76,10,16,32.2,101.76,FALSE,FALSE
18.9,14.5,76,10,16,32.2,101.76,FALSE,19.4,14.5,73,11,16,32.2,101.79,FALSE,FALSE
19.4,14.5,73,11,16,32.2,101.79,FALSE,19.9,14.3,70,12,9,24.1,101.79,FALSE,FALSE
19.9,14.3,70,12,9,24.1,101.79,FALSE,22.4,14.9,62,11,4,32.2,101.8,FALSE,FALSE
22.4,14.9,62,11,4,32.2,101.8,FALSE,22.6,16.3,67,24,11,24.1,101.77,FALSE,FALSE
22.6,16.3,67,24,11,24.1,101.77,FALSE,21.8,17.3,75,23,13,16.1,101.77,FALSE,FALSE
21.8,17.3,75,23,13,16.1,101.77,FALSE,25.2,16.4,58,22,14,16.1,101.75,FALSE,FALSE
25.2,16.4,58,22,14,16.1,101.75,FALSE,25.7,18.6,64,21,12,16.1,101.71,FALSE,FALSE
25.7,18.6,64,21,12,16.1,101.71,FALSE,25.3,17.2,61,17,10,16.1,101.7,FALSE,FALSE
25.3,17.2,61,17,10,16.1,101.7,FALSE,25.6,17,58,14,16,16.1,101.69,FALSE,FALSE
25.6,17,58,14,16,16.1,101.69,FALSE,24.9,16.5,59,14,16,24.1,101.67,FALSE,FALSE
24.9,16.5,59,14,16,24.1,101.67,FALSE,24,15.1,57,13,17,19.3,101.66,FALSE,FALSE
24,15.1,57,13,17,19.3,101.66,FALSE,22.8,15.3,62,11,16,19.3,101.67,FALSE,FALSE
22.8,15.3,62,11,16,19.3,101.67,FALSE,21.6,14.9,65,10,21,19.3,101.69,FALSE,FALSE
21.6,14.9,65,10,21,19.3,101.69,FALSE,20.5,14.9,70,14,8,19.3,101.76,FALSE,FALSE
20.5,14.9,70,14,8,19.3,101.76,FALSE,19.9,15.6,76,10,13,19.3,101.79,FALSE,FALSE
19.9,15.6,76,10,13,19.3,101.79,FALSE,19.6,15.5,77,13,13,24.1,101.82,FALSE,FALSE
19.6,15.5,77,13,13,24.1,101.82,FALSE,18.5,15,80,13,9,24.1,101.82,FALSE,FALSE
18.5,15,80,13,9,24.1,101.82,FALSE,18.2,13.6,75,12,11,19.3,101.85,FALSE,FALSE
18.2,13.6,75,12,11,19.3,101.85,FALSE,18.2,12.7,70,9,15,19.3,101.86,FALSE,FALSE
18.2,12.7,70,9,15,19.3,101.86,FALSE,16.5,12.6,78,13,6,24.1,101.92,FALSE,FALSE
16.5,12.6,78,13,6,24.1,101.92,FALSE,16.6,13.5,82,13,12,32.2,101.97,FALSE,FALSE
16.6,13.5,82,13,12,32.2,101.97,FALSE,15.6,13.7,89,12,9,32.2,101.98,FALSE,FALSE
15.6,13.7,89,12,9,32.2,101.98,FALSE,16.4,13.9,85,14,8,24.1,102.07,FALSE,FALSE
16.4,13.9,85,14,8,24.1,102.07,FALSE,17.4,13.6,78,9,7,24.1,102.1,FALSE,FALSE
17.4,13.6,78,9,7,24.1,102.1,FALSE,19.4,13.7,69,12,8,24.1,102.11,FALSE,FALSE
19.4,13.7,69,12,8,24.1,102.11,FALSE,20.6,14.2,66,18,8,24.1,102.11,FALSE,FALSE
20.6,14.2,66,18,8,24.1,102.11,FALSE,21.7,14.7,64,18,3,24.1,102.07,FALSE,FALSE
21.7,14.7,64,18,3,24.1,102.07,FALSE,22.2,15.4,65,25,17,24.1,102.07,FALSE,FALSE
22.2,15.4,65,25,17,24.1,102.07,FALSE,21.5,15.4,68,23,15,24.1,102.05,FALSE,FALSE
21.5,15.4,68,23,15,24.1,102.05,FALSE,22.8,16.4,67,26,11,24.1,102.02,FALSE,FALSE
22.8,16.4,67,26,11,24.1,102.02,FALSE,23,16.6,67,24,14,24.1,101.97,FALSE,FALSE
23,16.6,67,24,14,24.1,101.97,FALSE,22.5,17,71,24,11,24.1,101.89,FALSE,FALSE
22.5,17,71,24,11,24.1,101.89,FALSE,21.9,17,73,24,10,16.1,101.82,FALSE,FALSE
21.9,17,73,24,10,16.1,101.82,FALSE,23.2,17.3,69,25,5,24.1,101.8,FALSE,FALSE
23.2,17.3,69,25,5,24.1,101.8,FALSE,22.3,16.8,71,27,5,48.3,101.78,FALSE,FALSE
22.3,16.8,71,27,5,48.3,101.78,FALSE,20.9,17.2,79,26,6,32.2,101.75,FALSE,FALSE
20.9,17.2,79,26,6,32.2,101.75,FALSE,20.7,17.8,83,20,7,32.2,101.75,FALSE,FALSE
20.7,17.8,83,20,7,32.2,101.75,FALSE,19.4,16.8,84,36,1,24.1,101.76,FALSE,FALSE
19.4,16.8,84,36,1,24.1,101.76,FALSE,18.4,17,91,36,2,32.2,101.77,FALSE,FALSE
18.4,17,91,36,2,32.2,101.77,FALSE,17.9,15.6,86,32,3,24.1,101.77,FALSE,FALSE
17.9,15.6,86,32,3,24.1,101.77,FALSE,17.8,16.3,91,36,3,24.1,101.79,FALSE,FALSE
17.8,16.3,91,36,3,24.1,101.79,FALSE,17.8,17.1,95,16,4,24.1,101.75,FALSE,FALSE
17.8,17.1,95,16,4,24.1,101.75,FALSE,17.7,17.2,97,14,8,24.1,101.76,FALSE,FALSE
17.7,17.2,97,14,8,24.1,101.76,FALSE,17.3,16.5,95,9,10,24.1,101.78,FALSE,FALSE
17.3,16.5,95,9,10,24.1,101.78,FALSE,16.3,14.3,88,6,4,24.1,101.78,FALSE,FALSE
16.3,14.3,88,6,4,24.1,101.78,FALSE,18.7,17.7,93,30,17,32.2,101.79,FALSE,FALSE
18.7,17.7,93,30,17,32.2,101.79,FALSE,19.5,17.8,90,30,22,32.2,101.81,FALSE,FALSE
19.5,17.8,90,30,22,32.2,101.81,FALSE,20.5,17.9,85,29,23,32.2,101.82,FALSE,FALSE
20.5,17.9,85,29,23,32.2,101.82,FALSE,21.5,17.9,80,30,22,32.2,101.81,FALSE,FALSE
21.5,17.9,80,30,22,32.2,101.81,FALSE,22,17.6,76,28,23,32.2,101.81,FALSE,FALSE
22,17.6,76,28,23,32.2,101.81,FALSE,23,17.7,71,30,19,32.2,101.79,FALSE,FALSE
23,17.7,71,30,19,32.2,101.79,FALSE,23.1,17.5,70,29,18,32.2,101.75,FALSE,FALSE
23.1,17.5,70,29,18,32.2,101.75,FALSE,23.7,17.6,68,29,18,32.2,101.71,FALSE,FALSE
23.7,17.6,68,29,18,32.2,101.71,FALSE,23.9,17.5,67,28,17,32.2,101.67,FALSE,FALSE
23.9,17.5,67,28,17,32.2,101.67,FALSE,24.3,17.8,66,27,16,32.2,101.63,FALSE,FALSE
24.3,17.8,66,27,16,32.2,101.63,FALSE,24.6,17.9,66,28,14,40.2,101.57,FALSE,FALSE
24.6,17.9,66,28,14,40.2,101.57,FALSE,24.5,17.3,64,24,11,32.2,101.53,FALSE,FALSE
24.5,17.3,64,24,11,32.2,101.53,FALSE,24.1,17.5,66,21,11,32.2,101.49,FALSE,FALSE
24.1,17.5,66,21,11,32.2,101.49,FALSE,24.1,16.4,62,18,8,32.2,101.47,FALSE,FALSE
24.1,16.4,62,18,8,32.2,101.47,FALSE,24.7,13.4,49,15,5,32.2,101.45,FALSE,FALSE
24.7,13.4,49,15,5,32.2,101.45,FALSE,21.6,14.2,62,9,9,32.2,101.45,FALSE,FALSE
21.6,14.2,62,9,9,32.2,101.45,FALSE,20.1,13.9,67,14,16,24.1,101.5,FALSE,FALSE
20.1,13.9,67,14,16,24.1,101.5,FALSE,18.5,13.2,71,12,13,24.1,101.58,FALSE,FALSE
18.5,13.2,71,12,13,24.1,101.58,FALSE,17.5,14,80,11,20,24.1,101.58,FALSE,FALSE
17.5,14,80,11,20,24.1,101.58,FALSE,16.5,14.3,87,9,15,24.1,101.59,FALSE,FALSE
16.5,14.3,87,9,15,24.1,101.59,FALSE,16.2,14.6,90,10,18,24.1,101.56,FALSE,FALSE
16.2,14.6,90,10,18,24.1,101.56,FALSE,15.6,14.1,91,10,12,24.1,101.58,FALSE,FALSE
15.6,14.1,91,10,12,24.1,101.58,FALSE,16,14.8,93,9,9,24.1,101.59,FALSE,FALSE
16,14.8,93,9,9,24.1,101.59,FALSE,15.6,14.6,94,9,13,24.1,101.6,FALSE,FALSE
15.6,14.6,94,9,13,24.1,101.6,FALSE,15.7,14.7,94,9,11,32.2,101.62,FALSE,FALSE
15.7,14.7,94,9,11,32.2,101.62,FALSE,17.7,14.9,83,9,17,48.3,101.63,FALSE,FALSE
17.7,14.9,83,9,17,48.3,101.63,FALSE,19.3,15.1,76,13,17,48.3,101.65,FALSE,FALSE
19.3,15.1,76,13,17,48.3,101.65,FALSE,20.4,14.6,69,13,17,48.3,101.65,FALSE,FALSE
20.4,14.6,69,13,17,48.3,101.65,FALSE,21.4,15,66,13,9,48.3,101.66,FALSE,FALSE
21.4,15,66,13,9,48.3,101.66,FALSE,22.2,15.2,64,13,9,48.3,101.62,FALSE,FALSE
22.2,15.2,64,13,9,48.3,101.62,FALSE,21.9,17.5,76,21,14,48.3,101.6,FALSE,FALSE
21.9,17.5,76,21,14,48.3,101.6,FALSE,22.8,17.4,71,23,11,48.3,101.54,FALSE,FALSE
22.8,17.4,71,23,11,48.3,101.54,FALSE,23.6,16.4,64,24,14,48.3,101.5,FALSE,FALSE
23.6,16.4,64,24,14,48.3,101.5,FALSE,24.4,15.9,58,23,10,48.3,101.42,FALSE,FALSE
24.4,15.9,58,23,10,48.3,101.42,FALSE,24.8,16.7,60,24,10,48.3,101.33,FALSE,FALSE
24.8,16.7,60,24,10,48.3,101.33,FALSE,24.9,15.8,56,22,14,48.3,101.26,FALSE,FALSE
24.9,15.8,56,22,14,48.3,101.26,FALSE,24.2,17.3,65,23,12,48.3,101.22,FALSE,FALSE
24.2,17.3,65,23,12,48.3,101.22,FALSE,24.3,16.9,63,23,5,40.2,101.19,FALSE,FALSE
24.3,16.9,63,23,5,40.2,101.19,FALSE,23.5,17.1,67,23,7,40.2,101.17,FALSE,FALSE
23.5,17.1,67,23,7,40.2,101.17,FALSE,21.8,16.8,73,1,5,40.2,101.17,FALSE,FALSE
21.8,16.8,73,1,5,40.2,101.17,FALSE,21.4,16.6,74,10,14,32.2,101.17,FALSE,FALSE
21.4,16.6,74,10,14,32.2,101.17,FALSE,20.7,16,74,10,12,32.2,101.14,FALSE,FALSE
20.7,16,74,10,12,32.2,101.14,FALSE,19.9,16.2,79,10,15,32.2,101.14,FALSE,FALSE
19.9,16.2,79,10,15,32.2,101.14,FALSE,18.7,16.6,87,10,13,32.2,101.16,FALSE,FALSE
18.7,16.6,87,10,13,32.2,101.16,FALSE,18.5,16.2,86,9,11,32.2,101.15,FALSE,FALSE
18.5,16.2,86,9,11,32.2,101.15,FALSE,17.8,15.9,89,12,10,32.2,101.18,FALSE,FALSE
17.8,15.9,89,12,10,32.2,101.18,FALSE,17.4,14.8,84,10,10,32.2,101.2,FALSE,FALSE
17.4,14.8,84,10,10,32.2,101.2,FALSE,17.1,14.7,85,10,13,32.2,101.2,FALSE,FALSE
17.1,14.7,85,10,13,32.2,101.2,FALSE,17.7,14.6,82,10,17,40.2,101.23,FALSE,FALSE
17.7,14.6,82,10,17,40.2,101.23,FALSE,18.4,14.7,79,10,15,48.3,101.26,FALSE,FALSE
18.4,14.7,79,10,15,48.3,101.26,FALSE,19.4,15.2,76,11,16,48.3,101.3,FALSE,FALSE
19.4,15.2,76,11,16,48.3,101.3,FALSE,20.7,14.7,68,11,19,48.3,101.27,FALSE,FALSE
20.7,14.7,68,11,19,48.3,101.27,FALSE,22,14.4,62,11,18,48.3,101.24,FALSE,FALSE
22,14.4,62,11,18,48.3,101.24,FALSE,23.4,14.6,57,14,21,48.3,101.24,FALSE,FALSE
23.4,14.6,57,14,21,48.3,101.24,FALSE,23.9,14.8,57,12,14,48.3,101.23,FALSE,FALSE
23.9,14.8,57,12,14,48.3,101.23,FALSE,25.7,15.2,52,10,15,48.3,101.18,FALSE,FALSE
25.7,15.2,52,10,15,48.3,101.18,FALSE,27.7,15.5,47,10,12,48.3,101.14,FALSE,FALSE
27.7,15.5,47,10,12,48.3,101.14,FALSE,27,17.2,55,22,11,48.3,101.09,FALSE,FALSE
27,17.2,55,22,11,48.3,101.09,FALSE,25.7,16.3,56,21,19,48.3,101.12,FALSE,FALSE
25.7,16.3,56,21,19,48.3,101.12,FALSE,25.8,16.6,56,22,10,48.3,101.14,FALSE,FALSE
25.8,16.6,56,22,10,48.3,101.14,FALSE,24.4,19.5,74,21,10,48.3,101.13,FALSE,FALSE
24.4,19.5,74,21,10,48.3,101.13,FALSE,23.4,18.8,75,21,13,40.2,101.15,FALSE,FALSE
23.4,18.8,75,21,13,40.2,101.15,FALSE,22.9,17.5,71,17,4,32.2,101.21,FALSE,FALSE
22.9,17.5,71,17,4,32.2,101.21,FALSE,22.1,16,68,13,8,32.2,101.26,FALSE,FALSE
22.1,16,68,13,8,32.2,101.26,FALSE,21.2,16.4,74,9,12,32.2,101.31,FALSE,FALSE
21.2,16.4,74,9,12,32.2,101.31,FALSE,20.4,16.9,80,9,12,32.2,101.33,FALSE,FALSE
20.4,16.9,80,9,12,32.2,101.33,FALSE,20.4,16.9,80,9,10,32.2,101.33,FALSE,FALSE
20.4,16.9,80,9,10,32.2,101.33,FALSE,20.5,16.9,80,10,7,32.2,101.35,FALSE,FALSE
20.5,16.9,80,10,7,32.2,101.35,FALSE,20.1,17.2,83,9,9,32.2,101.36,FALSE,FALSE
20.1,17.2,83,9,9,32.2,101.36,FALSE,19.6,17.2,86,10,8,32.2,101.38,FALSE,FALSE
19.6,17.2,86,10,8,32.2,101.38,FALSE,20.2,17,81,29,23,32.2,101.38,FALSE,FALSE
20.2,17,81,29,23,32.2,101.38,FALSE,20.2,15.9,76,29,30,32.2,101.43,FALSE,FALSE
20.2,15.9,76,29,30,32.2,101.43,FALSE,19.5,15.9,79,30,18,32.2,101.43,FALSE,FALSE
19.5,15.9,79,30,18,32.2,101.43,FALSE,19.5,15.4,77,29,19,48.3,101.48,FALSE,FALSE
19.5,15.4,77,29,19,48.3,101.48,FALSE,19.9,15.9,78,28,14,48.3,101.49,FALSE,FALSE
19.9,15.9,78,28,14,48.3,101.49,FALSE,19.7,15.9,78,30,5,48.3,101.5,FALSE,FALSE
19.7,15.9,78,30,5,48.3,101.5,FALSE,20.2,15.9,76,30,6,48.3,101.53,FALSE,FALSE
20.2,15.9,76,30,6,48.3,101.53,FALSE,20.5,15.7,74,30,10,48.3,101.54,FALSE,FALSE
20.5,15.7,74,30,10,48.3,101.54,FALSE,21.5,16,71,22,13,48.3,101.58,FALSE,FALSE
21.5,16,71,22,13,48.3,101.58,FALSE,21.3,14.9,67,21,9,48.3,101.58,FALSE,FALSE
21.3,14.9,67,21,9,48.3,101.58,FALSE,22.6,13.2,55,14,13,48.3,101.6,FALSE,FALSE
22.6,13.2,55,14,13,48.3,101.6,FALSE,23,11.2,47,16,18,48.3,101.61,FALSE,FALSE
23,11.2,47,16,18,48.3,101.61,FALSE,22.3,13.6,57,16,17,48.3,101.6,FALSE,FALSE
22.3,13.6,57,16,17,48.3,101.6,FALSE,21.7,13.2,58,14,18,48.3,101.58,FALSE,FALSE
21.7,13.2,58,14,18,48.3,101.58,FALSE,20.8,12.5,59,11,19,48.3,101.57,FALSE,FALSE
20.8,12.5,59,11,19,48.3,101.57,FALSE,20.3,12.4,60,11,19,40.2,101.51,FALSE,FALSE
20.3,12.4,60,11,19,40.2,101.51,FALSE,19.6,12,61,11,20,40.2,101.55,FALSE,TRUE
19.6,12,61,11,20,40.2,101.55,FALSE,18.4,12.3,67,12,18,32.2,101.51,TRUE,FALSE
18.4,12.3,67,12,18,32.2,101.51,TRUE,18,12.8,71,14,10,32.2,101.53,FALSE,FALSE
18,12.8,71,14,10,32.2,101.53,FALSE,17.7,13.4,76,9,16,32.2,101.5,FALSE,TRUE
17.7,13.4,76,9,16,32.2,101.5,FALSE,16.7,15.2,91,8,13,19.3,101.5,TRUE,TRUE
16.7,15.2,91,8,13,19.3,101.5,TRUE,15.5,15.1,97,18,12,9.7,101.53,TRUE,TRUE
15.5,15.1,97,18,12,9.7,101.53,TRUE,15.2,14.9,98,15,12,9.7,101.48,TRUE,TRUE
15.2,14.9,98,15,12,9.7,101.48,TRUE,14.7,14.4,98,14,16,9.7,101.44,TRUE,TRUE
14.7,14.4,98,14,16,9.7,101.44,TRUE,14.9,14.7,99,11,15,9.7,101.4,TRUE,TRUE
14.9,14.7,99,11,15,9.7,101.4,TRUE,14.3,14,98,10,18,12.9,101.37,TRUE,TRUE
14.3,14,98,10,18,12.9,101.37,TRUE,14.1,13.8,98,9,25,2.4,101.32,TRUE,TRUE
14.1,13.8,98,9,25,2.4,101.32,TRUE,14.2,13.9,98,12,24,2.4,101.31,TRUE,TRUE
14.2,13.9,98,12,24,2.4,101.31,TRUE,14.4,14.1,98,11,22,3.2,101.29,TRUE,FALSE
14.4,14.1,98,11,22,3.2,101.29,TRUE,15,14.4,96,11,19,8.1,101.27,FALSE,TRUE
15,14.4,96,11,19,8.1,101.27,FALSE,15.6,15,96,10,16,16.1,101.24,TRUE,FALSE
15.6,15,96,10,16,16.1,101.24,TRUE,15.9,15.3,97,10,16,8.1,101.22,FALSE,FALSE
15.9,15.3,97,10,16,8.1,101.22,FALSE,16.7,15.5,93,11,17,12.9,101.19,FALSE,FALSE
16.7,15.5,93,11,17,12.9,101.19,FALSE,17.3,15.8,90,12,16,16.1,101.16,FALSE,FALSE
17.3,15.8,90,12,16,16.1,101.16,FALSE,18.6,15.9,84,11,15,24.1,101.13,FALSE,FALSE
18.6,15.9,84,11,15,24.1,101.13,FALSE,19.5,16.2,81,10,17,24.1,101.07,FALSE,FALSE
19.5,16.2,81,10,17,24.1,101.07,FALSE,21.6,16.8,74,11,20,24.1,101.01,FALSE,FALSE
21.6,16.8,74,11,20,24.1,101.01,FALSE,21.8,16.4,71,11,17,32.2,100.96,FALSE,FALSE
21.8,16.4,71,11,17,32.2,100.96,FALSE,21.2,15.8,71,10,22,32.2,100.91,FALSE,FALSE
21.2,15.8,71,10,22,32.2,100.91,FALSE,20.4,15.5,73,12,13,32.2,100.88,FALSE,FALSE
20.4,15.5,73,12,13,32.2,100.88,FALSE,19.9,10,53,25,28,32.2,100.89,FALSE,FALSE
19.9,10,53,25,28,32.2,100.89,FALSE,18.3,13.9,75,27,40,32.2,100.89,FALSE,FALSE
18.3,13.9,75,27,40,32.2,100.89,FALSE,17,14,82,28,36,32.2,100.95,FALSE,FALSE
17,14,82,28,36,32.2,100.95,FALSE,16.8,14,83,28,36,32.2,101.04,FALSE,FALSE
16.8,14,83,28,36,32.2,101.04,FALSE,16.8,13.3,80,27,29,32.2,101.06,FALSE,FALSE
16.8,13.3,80,27,29,32.2,101.06,FALSE,16.6,13.2,80,27,34,32.2,101.1,FALSE,FALSE
16.6,13.2,80,27,34,32.2,101.1,FALSE,16.4,13.1,81,27,32,32.2,101.13,FALSE,FALSE
16.4,13.1,81,27,32,32.2,101.13,FALSE,16.7,13.2,80,27,28,32.2,101.18,FALSE,FALSE
16.7,13.2,80,27,28,32.2,101.18,FALSE,16.5,14,85,29,29,32.2,101.21,FALSE,FALSE
16.5,14,85,29,29,32.2,101.21,FALSE,16.5,13.8,84,29,22,32.2,101.25,FALSE,TRUE
16.5,13.8,84,29,22,32.2,101.25,FALSE,15.5,14.4,93,2,13,24.1,101.33,TRUE,FALSE
15.5,14.4,93,2,13,24.1,101.33,TRUE,15.3,14.1,92,7,9,32.2,101.38,FALSE,FALSE
15.3,14.1,92,7,9,32.2,101.38,FALSE,15.7,14.5,93,9,11,32.2,101.44,FALSE,FALSE
15.7,14.5,93,9,11,32.2,101.44,FALSE,15.8,14.2,90,9,12,32.2,101.5,FALSE,FALSE
15.8,14.2,90,9,12,32.2,101.5,FALSE,16,14,88,10,11,32.2,101.53,FALSE,TRUE
16,14,88,10,11,32.2,101.53,FALSE,15.8,14.9,94,12,8,9.7,101.59,TRUE,FALSE
15.8,14.9,94,12,8,9.7,101.59,TRUE,16.8,14.6,87,36,3,24.1,101.65,FALSE,FALSE
16.8,14.6,87,36,3,24.1,101.65,FALSE,18.4,14,75,33,6,32.2,101.67,FALSE,FALSE
18.4,14,75,33,6,32.2,101.67,FALSE,19.8,14.7,72,36,3,32.2,101.69,FALSE,FALSE
19.8,14.7,72,36,3,32.2,101.69,FALSE,20.8,12.5,59,20,10,40.2,101.72,FALSE,FALSE
20.8,12.5,59,20,10,40.2,101.72,FALSE,21.4,11.9,54,21,13,40.2,101.76,FALSE,FALSE
21.4,11.9,54,21,13,40.2,101.76,FALSE,21.7,11.7,52,17,15,40.2,101.75,FALSE,FALSE
21.7,11.7,52,17,15,40.2,101.75,FALSE,21.4,11.6,53,13,16,40.2,101.75,FALSE,FALSE
21.4,11.6,53,13,16,40.2,101.75,FALSE,20.5,11.3,55,16,18,48.3,101.75,FALSE,FALSE
20.5,11.3,55,16,18,48.3,101.75,FALSE,19.7,11.6,59,16,13,48.3,101.76,FALSE,FALSE
19.7,11.6,59,16,13,48.3,101.76,FALSE,17.9,11.4,65,9,12,48.3,101.83,FALSE,FALSE
17.9,11.4,65,9,12,48.3,101.83,FALSE,17.4,11.3,67,9,10,24.1,101.86,FALSE,FALSE
17.4,11.3,67,9,10,24.1,101.86,FALSE,17.9,13.1,73,6,14,24.1,101.89,FALSE,FALSE
17.9,13.1,73,6,14,24.1,101.89,FALSE,17.5,13.9,79,8,12,24.1,101.9,FALSE,FALSE
17.5,13.9,79,8,12,24.1,101.9,FALSE,17.2,14.3,83,6,13,24.1,101.94,FALSE,FALSE
17.2,14.3,83,6,13,24.1,101.94,FALSE,17.9,14.3,80,8,13,24.1,101.93,FALSE,FALSE
17.9,14.3,80,8,13,24.1,101.93,FALSE,17.8,14.3,80,9,14,24.1,101.94,FALSE,FALSE
17.8,14.3,80,9,14,24.1,101.94,FALSE,17.5,14.6,83,10,7,24.1,101.97,FALSE,FALSE
17.5,14.6,83,10,7,24.1,101.97,FALSE,16.5,14.1,85,13,5,24.1,101.96,FALSE,FALSE
16.5,14.1,85,13,5,24.1,101.96,FALSE,15,13.7,91,19,5,48.3,101.99,FALSE,FALSE
15,13.7,91,19,5,48.3,101.99,FALSE,15.9,14.1,89,15,4,32.2,102,FALSE,FALSE
15.9,14.1,89,15,4,32.2,102,FALSE,18.3,14.5,78,11,7,32.2,102,FALSE,FALSE
18.3,14.5,78,11,7,32.2,102,FALSE,19.1,14.8,76,22,7,32.2,102,FALSE,FALSE
19.1,14.8,76,22,7,32.2,102,FALSE,19.3,16,81,28,17,32.2,102,FALSE,FALSE
19.3,16,81,28,17,32.2,102,FALSE,20.6,16.1,75,29,19,32.2,102.03,FALSE,FALSE
20.6,16.1,75,29,19,32.2,102.03,FALSE,20.8,15.3,71,30,15,40.2,102.01,FALSE,FALSE
