Temp (C) -2h,Dew Point Temp (C) -2h,Rel Hum (%) -2h,Wind Dir (10s deg) -2h,Wind Spd (km/h) -2h,Visibility (km) -2h,Stn Press (kPa) -2h,Weather -2h,Temp (C) -1h,Dew Point Temp (C) -1h,Rel Hum (%) -1h,Wind Dir (10s deg) -1h,Wind Spd (km/h) -1h,Visibility (km) -1h,Stn Press (kPa) -1h,Weather -1h,Weather
9.4,5.1,74,7,16,32.2,102.28,FALSE,8.4,4.6,77,7,9,32.2,102.27,FALSE,FALSE
8.4,4.6,77,7,9,32.2,102.27,FALSE,8.7,4.2,73,8,6,32.2,102.25,FALSE,FALSE
8.7,4.2,73,8,6,32.2,102.25,FALSE,8.1,4.5,78,7,11,32.2,102.17,FALSE,FALSE
8.1,4.5,78,7,11,32.2,102.17,FALSE,7.6,4,78,36,4,32.2,102.11,FALSE,FALSE
7.6,4,78,36,4,32.2,102.11,FALSE,7.8,6,89,19,4,32.2,102.11,FALSE,FALSE
7.8,6,89,19,4,32.2,102.11,FALSE,8.7,5.8,82,36,3,32.2,102.05,FALSE,FALSE
8.7,5.8,82,36,3,32.2,102.05,FALSE,10.2,7.2,81,19,5,32.2,102.03,FALSE,FALSE
10.2,7.2,81,19,5,32.2,102.03,FALSE,11.3,8.3,82,23,6,32.2,101.98,FALSE,FALSE
11.3,8.3,82,23,6,32.2,101.98,FALSE,11.6,8.5,81,24,11,32.2,101.96,FALSE,FALSE
11.6,8.5,81,24,11,32.2,101.96,FALSE,11.9,9.1,83,22,10,32.2,101.95,FALSE,FALSE
11.9,9.1,83,22,10,32.2,101.95,FALSE,12.7,8.2,73,29,9,32.2,101.86,FALSE,FALSE
12.7,8.2,73,29,9,32.2,101.86,FALSE,13.6,8,68,30,12,32.2,101.72,FALSE,FALSE
13.6,8,68,30,12,32.2,101.72,FALSE,13.3,10.3,81,28,17,32.2,101.67,FALSE,FALSE
13.3,10.3,81,28,17,32.2,101.67,FALSE,14.3,8.8,69,29,22,32.2,101.64,FALSE,FALSE
14.3,8.8,69,29,22,32.2,101.64,FALSE,14.5,8.5,67,28,21,32.2,101.54,FALSE,FALSE
14.5,8.5,67,28,21,32.2,101.54,FALSE,13.7,8.7,71,29,23,32.2,101.45,FALSE,FALSE
13.7,8.7,71,29,23,32.2,101.45,FALSE,13.9,9.5,74,28,18,32.2,101.32,FALSE,FALSE
13.9,9.5,74,28,18,32.2,101.32,FALSE,13.4,9.7,78,30,15,32.2,101.22,FALSE,FALSE
13.4,9.7,78,30,15,32.2,101.22,FALSE,12.2,10.4,89,31,14,32.2,101.17,FALSE,FALSE
12.2,10.4,89,31,14,32.2,101.17,FALSE,11.3,10.1,92,31,9,24.1,101.14,FALSE,FALSE
11.3,10.1,92,31,9,24.1,101.14,FALSE,10.9,9.3,90,33,10,24.1,101.12,FALSE,FALSE
10.9,9.3,90,33,10,24.1,101.12,FALSE,10.7,9.6,93,32,11,24.1,101.09,FALSE,FALSE
10.7,9.6,93,32,11,24.1,101.09,FALSE,9.6,8.3,92,33,5,24.1,101.06,FALSE,FALSE
9.6,8.3,92,33,5,24.1,101.06,FALSE,10.2,8.8,91,36,2,24.1,100.99,FALSE,FALSE
10.2,8.8,91,36,2,24.1,100.99,FALSE,8.3,6.9,91,33,7,24.1,100.93,FALSE,FALSE
8.3,6.9,91,33,7,24.1,100.93,FALSE,8.2,5.8,85,1,5,24.1,100.9,FALSE,FALSE
8.2,5.8,85,1,5,24.1,100.9,FALSE,8.9,7,88,0,1,24.1,100.86,FALSE,FALSE
8.9,7,88,0,1,24.1,100.86,FALSE,10.9,6,72,7,4,24.1,100.84,FALSE,FALSE
10.9,6,72,7,4,24.1,100.84,FALSE,8.5,5.9,84,25,3,32.2,100.81,FALSE,FALSE
8.5,5.9,84,25,3,32.2,100.81,FALSE,10.7,6.8,77,13,5,32.2,100.84,FALSE,FALSE
10.7,6.8,77,13,5,32.2,100.84,FALSE,12.7,7,68,9,14,32.2,100.85,FALSE,FALSE
12.7,7,68,9,14,32.2,100.85,FALSE,15.7,5,49,9,17,32.2,100.89,FALSE,FALSE
15.7,5,49,9,17,32.2,100.89,FALSE,16.3,8.6,59,9,17,32.2,100.93,FALSE,FALSE
16.3,8.6,59,9,17,32.2,100.93,FALSE,16.1,8.4,59,9,17,32.2,101,FALSE,FALSE
16.1,8.4,59,9,17,32.2,101,FALSE,16.6,7.6,54,9,26,32.2,101.03,FALSE,FALSE
16.6,7.6,54,9,26,32.2,101.03,FALSE,20.1,7.6,44,9,17,32.2,101.12,FALSE,FALSE
20.1,7.6,44,9,17,32.2,101.12,FALSE,20.1,6.4,40,9,9,32.2,101.14,FALSE,TRUE
20.1,6.4,40,9,9,32.2,101.14,FALSE,18,5.8,44,9,4,32.2,101.21,TRUE,TRUE
18,5.8,44,9,4,32.2,101.21,TRUE,14.1,8.3,68,14,17,32.2,101.29,TRUE,FALSE
14.1,8.3,68,14,17,32.2,101.29,TRUE,16.9,10.6,66,14,4,32.2,101.3,FALSE,FALSE
16.9,10.6,66,14,4,32.2,101.3,FALSE,15.1,8.3,63,14,12,32.2,101.35,FALSE,FALSE
15.1,8.3,63,14,12,32.2,101.35,FALSE,12.7,5.9,63,19,21,32.2,101.42,FALSE,FALSE
12.7,5.9,63,19,21,32.2,101.42,FALSE,11.5,6.2,70,21,24,32.2,101.45,FALSE,FALSE
11.5,6.2,70,21,24,32.2,101.45,FALSE,10.8,5.2,68,24,25,32.2,101.51,FALSE,FALSE
10.8,5.2,68,24,25,32.2,101.51,FALSE,10.2,3.3,62,25,29,24.1,101.61,FALSE,FALSE
10.2,3.3,62,25,29,24.1,101.61,FALSE,9.5,3.1,64,25,25,24.1,101.67,FALSE,FALSE
9.5,3.1,64,25,25,24.1,101.67,FALSE,9.9,2.8,61,24,22,24.1,101.75,FALSE,FALSE
9.9,2.8,61,24,22,24.1,101.75,FALSE,9.7,2.1,59,23,21,24.1,101.78,FALSE,FALSE
9.7,2.1,59,23,21,24.1,101.78,FALSE,8.4,3.9,73,19,10,24.1,101.82,FALSE,FALSE
8.4,3.9,73,19,10,24.1,101.82,FALSE,8.4,3.7,72,19,9,24.1,101.85,FALSE,FALSE
8.4,3.7,72,19,9,24.1,101.85,FALSE,9.1,2.7,64,26,13,24.1,101.88,FALSE,FALSE
9.1,2.7,64,26,13,24.1,101.88,FALSE,8.8,2.2,63,22,7,24.1,101.91,FALSE,FALSE
8.8,2.2,63,22,7,24.1,101.91,FALSE,8.4,3.9,73,30,4,24.1,101.95,FALSE,FALSE
8.4,3.9,73,30,4,24.1,101.95,FALSE,7.9,4,77,5,8,40.2,101.98,FALSE,FALSE
7.9,4,77,5,8,40.2,101.98,FALSE,8.7,5,78,10,11,40.2,102.03,FALSE,FALSE
8.7,5,78,10,11,40.2,102.03,FALSE,10.4,3.2,61,36,2,40.2,102.05,FALSE,TRUE
10.4,3.2,61,36,2,40.2,102.05,FALSE,9.9,5.8,76,26,21,32.2,102.1,TRUE,FALSE
9.9,5.8,76,26,21,32.2,102.1,TRUE,9.7,3.9,67,22,15,40.2,102.16,FALSE,FALSE
9.7,3.9,67,22,15,40.2,102.16,FALSE,11,3.9,61,22,7,40.2,102.21,FALSE,FALSE
11,3.9,61,22,7,40.2,102.21,FALSE,11.6,5.9,68,25,20,40.2,102.26,FALSE,FALSE
11.6,5.9,68,25,20,40.2,102.26,FALSE,12.4,6.6,67,23,17,40.2,102.29,FALSE,FALSE
12.4,6.6,67,23,17,40.2,102.29,FALSE,11.9,7,71,21,18,48.3,102.3,FALSE,FALSE
11.9,7,71,21,18,48.3,102.3,FALSE,12.3,5.2,62,21,17,48.3,102.26,FALSE,FALSE
12.3,5.2,62,21,17,48.3,102.26,FALSE,12.6,4.9,59,21,16,48.3,102.28,FALSE,FALSE
12.6,4.9,59,21,16,48.3,102.28,FALSE,12.7,4.3,56,20,18,48.3,102.28,FALSE,FALSE
12.7,4.3,56,20,18,48.3,102.28,FALSE,12,5.7,65,19,22,32.2,102.29,FALSE,FALSE
12,5.7,65,19,22,32.2,102.29,FALSE,10.9,4.1,63,20,14,32.2,102.3,FALSE,FALSE
10.9,4.1,63,20,14,32.2,102.3,FALSE,10.3,5.4,71,22,14,32.2,102.37,FALSE,FALSE
10.3,5.4,71,22,14,32.2,102.37,FALSE,9.9,4.9,71,27,16,24.1,102.42,FALSE,FALSE
9.9,4.9,71,27,16,24.1,102.42,FALSE,9.5,4.6,72,24,21,24.1,102.44,FALSE,FALSE
9.5,4.6,72,24,21,24.1,102.44,FALSE,9.7,4.7,71,27,22,24.1,102.46,FALSE,FALSE
9.7,4.7,71,27,22,24.1,102.46,FALSE,9.6,5.6,76,28,25,24.1,102.46,FALSE,FALSE
9.6,5.6,76,28,25,24.1,102.46,FALSE,9.7,5.6,76,28,23,24.1,102.48,FALSE,FALSE
9.7,5.6,76,28,23,24.1,102.48,FALSE,9.5,5.6,76,29,23,24.1,102.5,FALSE,FALSE
9.5,5.6,76,29,23,24.1,102.5,FALSE,9.5,4.6,71,26,19,24.1,102.52,FALSE,FALSE
9.5,4.6,71,26,19,24.1,102.52,FALSE,9.3,3.9,69,24,20,24.1,102.55,FALSE,FALSE
9.3,3.9,69,24,20,24.1,102.55,FALSE,9.1,4.1,71,24,19,24.1,102.58,FALSE,FALSE
9.1,4.1,71,24,19,24.1,102.58,FALSE,9.1,4.2,71,23,16,32.2,102.64,FALSE,FALSE
9.1,4.2,71,23,16,32.2,102.64,FALSE,9.6,4.3,69,22,13,32.2,102.68,FALSE,FALSE
9.6,4.3,69,22,13,32.2,102.68,FALSE,10.1,3.7,64,18,10,32.2,102.72,FALSE,FALSE
10.1,3.7,64,18,10,32.2,102.72,FALSE,10.3,2.6,59,21,7,40.2,102.73,FALSE,FALSE
10.3,2.6,59,21,7,40.2,102.73,FALSE,10.4,3.5,62,24,8,48.3,102.75,FALSE,FALSE
10.4,3.5,62,24,8,48.3,102.75,FALSE,10.8,3.8,62,26,10,40.2,102.76,FALSE,FALSE
10.8,3.8,62,26,10,40.2,102.76,FALSE,12.8,3,51,16,16,40.2,102.74,FALSE,FALSE
12.8,3,51,16,16,40.2,102.74,FALSE,12.7,2.6,50,20,17,40.2,102.74,FALSE,FALSE
12.7,2.6,50,20,17,40.2,102.74,FALSE,13.1,4.2,55,20,22,48.3,102.73,FALSE,FALSE
13.1,4.2,55,20,22,48.3,102.73,FALSE,12.4,3.9,56,20,22,48.3,102.71,FALSE,FALSE
12.4,3.9,56,20,22,48.3,102.71,FALSE,11.7,4.8,62,20,21,40.2,102.72,FALSE,FALSE
11.7,4.8,62,20,21,40.2,102.72,FALSE,11.7,4.2,60,19,16,48.3,102.71,FALSE,FALSE
11.7,4.2,60,19,16,48.3,102.71,FALSE,11.2,4.7,64,18,13,32.2,102.69,FALSE,FALSE
11.2,4.7,64,18,13,32.2,102.69,FALSE,10.9,5.3,68,18,7,32.2,102.68,FALSE,FALSE
10.9,5.3,68,18,7,32.2,102.68,FALSE,10.2,5.7,73,18,5,24.1,102.69,FALSE,FALSE
10.2,5.7,73,18,5,24.1,102.69,FALSE,10.5,5.4,70,12,4,24.1,102.69,FALSE,FALSE
10.5,5.4,70,12,4,24.1,102.69,FALSE,10.4,5.2,70,12,3,24.1,102.64,FALSE,FALSE
10.4,5.2,70,12,3,24.1,102.64,FALSE,10,5.1,71,9,6,24.1,102.62,FALSE,FALSE
10,5.1,71,9,6,24.1,102.62,FALSE,9.9,6.1,77,4,8,24.1,102.62,FALSE,FALSE
9.9,6.1,77,4,8,24.1,102.62,FALSE,9.8,6.2,78,5,9,24.1,102.62,FALSE,FALSE
9.8,6.2,78,5,9,24.1,102.62,FALSE,9.2,6.3,82,10,9,24.1,102.61,FALSE,FALSE
9.2,6.3,82,10,9,24.1,102.61,FALSE,9.1,6.1,81,11,12,24.1,102.6,FALSE,FALSE
9.1,6.1,81,11,12,24.1,102.6,FALSE,8.8,5.5,80,11,12,24.1,102.58,FALSE,FALSE
8.8,5.5,80,11,12,24.1,102.58,FALSE,8.4,5,79,10,11,32.2,102.57,FALSE,FALSE
8.4,5,79,10,11,32.2,102.57,FALSE,9.1,5.4,77,10,9,40.2,102.59,FALSE,FALSE
9.1,5.4,77,10,9,40.2,102.59,FALSE,9.9,5.3,73,6,8,40.2,102.61,FALSE,FALSE
9.9,5.3,73,6,8,40.2,102.61,FALSE,10.8,5.1,67,17,3,40.2,102.61,FALSE,FALSE
10.8,5.1,67,17,3,40.2,102.61,FALSE,12.2,6.2,67,23,13,40.2,102.6,FALSE,FALSE
12.2,6.2,67,23,13,40.2,102.6,FALSE,11.3,6.6,72,25,16,40.2,102.58,FALSE,FALSE
11.3,6.6,72,25,16,40.2,102.58,FALSE,12.3,7.5,72,26,16,40.2,102.57,FALSE,FALSE
12.3,7.5,72,26,16,40.2,102.57,FALSE,12.8,9.3,79,25,16,40.2,102.53,FALSE,FALSE
12.8,9.3,79,25,16,40.2,102.53,FALSE,13.2,8.3,72,25,16,40.2,102.51,FALSE,FALSE
13.2,8.3,72,25,16,40.2,102.51,FALSE,13.6,7.2,65,26,15,40.2,102.47,FALSE,FALSE
13.6,7.2,65,26,15,40.2,102.47,FALSE,13.3,8.3,72,24,16,40.2,102.45,FALSE,FALSE
13.3,8.3,72,24,16,40.2,102.45,FALSE,13.7,8.1,68,26,11,40.2,102.41,FALSE,FALSE
13.7,8.1,68,26,11,40.2,102.41,FALSE,13.5,5.9,60,24,12,40.2,102.35,FALSE,FALSE
13.5,5.9,60,24,12,40.2,102.35,FALSE,13.3,7.7,69,23,10,40.2,102.34,FALSE,FALSE
13.3,7.7,69,23,10,40.2,102.34,FALSE,12.3,8.4,77,22,9,40.2,102.35,FALSE,FALSE
12.3,8.4,77,22,9,40.2,102.35,FALSE,11.3,8.5,83,21,13,32.2,102.33,FALSE,FALSE
11.3,8.5,83,21,13,32.2,102.33,FALSE,11.3,9,86,22,12,32.2,102.36,FALSE,FALSE
11.3,9,86,22,12,32.2,102.36,FALSE,11.1,8.4,84,23,14,32.2,102.35,FALSE,FALSE
11.1,8.4,84,23,14,32.2,102.35,FALSE,10.7,7.4,80,23,9,32.2,102.36,FALSE,FALSE
10.7,7.4,80,23,9,32.2,102.36,FALSE,9,5.9,81,11,10,32.2,102.38,FALSE,FALSE
9,5.9,81,11,10,32.2,102.38,FALSE,8.9,6.5,84,8,13,32.2,102.4,FALSE,FALSE
8.9,6.5,84,8,13,32.2,102.4,FALSE,8.1,6.2,88,1,8,32.2,102.39,FALSE,FALSE
8.1,6.2,88,1,8,32.2,102.39,FALSE,8.1,5.8,85,1,7,32.2,102.42,FALSE,FALSE
8.1,5.8,85,1,7,32.2,102.42,FALSE,7.5,5.4,87,4,7,32.2,102.42,FALSE,FALSE
7.5,5.4,87,4,7,32.2,102.42,FALSE,8,6.2,89,26,3,32.2,102.48,FALSE,FALSE
8,6.2,89,26,3,32.2,102.48,FALSE,9,5.8,80,2,8,40.2,102.5,FALSE,FALSE
9,5.8,80,2,8,40.2,102.5,FALSE,11.1,6.1,71,36,1,40.2,102.52,FALSE,FALSE
11.1,6.1,71,36,1,40.2,102.52,FALSE,12.4,8.1,75,23,8,40.2,102.51,FALSE,FALSE
12.4,8.1,75,23,8,40.2,102.51,FALSE,13.3,7.8,69,29,12,40.2,102.49,FALSE,FALSE
13.3,7.8,69,29,12,40.2,102.49,FALSE,13.5,9.2,75,28,17,40.2,102.52,FALSE,FALSE
13.5,9.2,75,28,17,40.2,102.52,FALSE,14.1,10.1,76,29,14,40.2,102.51,FALSE,FALSE
14.1,10.1,76,29,14,40.2,102.51,FALSE,13.3,9,75,26,17,40.2,102.48,FALSE,FALSE
13.3,9,75,26,17,40.2,102.48,FALSE,13.9,10,77,26,18,40.2,102.46,FALSE,FALSE
13.9,10,77,26,18,40.2,102.46,FALSE,14.6,9.2,70,28,14,40.2,102.46,FALSE,FALSE
14.6,9.2,70,28,14,40.2,102.46,FALSE,14.4,6.9,61,26,14,40.2,102.43,FALSE,FALSE
14.4,6.9,61,26,14,40.2,102.43,FALSE,15,6,55,25,12,40.2,102.38,FALSE,FALSE
15,6,55,25,12,40.2,102.38,FALSE,14.9,6,55,25,10,40.2,102.33,FALSE,FALSE
14.9,6,55,25,10,40.2,102.33,FALSE,13.9,7.6,65,24,9,40.2,102.32,FALSE,FALSE
13.9,7.6,65,24,9,40.2,102.32,FALSE,13.2,6.6,64,26,8,40.2,102.31,FALSE,FALSE
13.2,6.6,64,26,8,40.2,102.31,FALSE,10.9,7.4,79,27,8,40.2,102.3,FALSE,FALSE
10.9,7.4,79,27,8,40.2,102.3,FALSE,11,7.1,77,14,7,32.2,102.32,FALSE,FALSE
11,7.1,77,14,7,32.2,102.32,FALSE,11.5,6.4,71,15,7,32.2,102.32,FALSE,FALSE
11.5,6.4,71,15,7,32.2,102.32,FALSE,10.4,5.7,73,8,8,32.2,102.33,FALSE,FALSE
10.4,5.7,73,8,8,32.2,102.33,FALSE,10.2,4.7,68,6,8,32.2,102.33,FALSE,FALSE
10.2,4.7,68,6,8,32.2,102.33,FALSE,8.9,4.6,74,10,8,32.2,102.35,FALSE,FALSE
8.9,4.6,74,10,8,32.2,102.35,FALSE,8.3,4.8,78,8,6,32.2,102.33,FALSE,FALSE
8.3,4.8,78,8,6,32.2,102.33,FALSE,8.8,5,77,10,8,32.2,102.34,FALSE,FALSE
8.8,5,77,10,8,32.2,102.34,FALSE,8.7,4.6,75,36,2,32.2,102.36,FALSE,FALSE
8.7,4.6,75,36,2,32.2,102.36,FALSE,6.6,4.6,87,1,7,32.2,102.37,FALSE,FALSE
6.6,4.6,87,1,7,32.2,102.37,FALSE,9.9,6.6,80,11,8,40.2,102.41,FALSE,FALSE
9.9,6.6,80,11,8,40.2,102.41,FALSE,11.6,6.1,68,19,3,40.2,102.43,FALSE,FALSE
11.6,6.1,68,19,3,40.2,102.43,FALSE,12.9,6.3,64,24,9,40.2,102.42,FALSE,FALSE
12.9,6.3,64,24,9,40.2,102.42,FALSE,13.7,8.4,70,27,9,40.2,102.4,FALSE,FALSE
13.7,8.4,70,27,9,40.2,102.4,FALSE,13.4,8.4,72,26,14,40.2,102.4,FALSE,FALSE
13.4,8.4,72,26,14,40.2,102.4,FALSE,14.2,9.7,74,27,16,40.2,102.35,FALSE,FALSE
14.2,9.7,74,27,16,40.2,102.35,FALSE,15,9.5,69,24,14,40.2,102.29,FALSE,FALSE
15,9.5,69,24,14,40.2,102.29,FALSE,15.5,10.1,70,26,16,40.2,102.24,FALSE,FALSE
15.5,10.1,70,26,16,40.2,102.24,FALSE,15.8,10.6,71,25,14,40.2,102.2,FALSE,FALSE
15.8,10.6,71,25,14,40.2,102.2,FALSE,15.5,9.6,68,24,14,40.2,102.15,FALSE,FALSE
15.5,9.6,68,24,14,40.2,102.15,FALSE,15.9,10.4,70,25,12,40.2,102.11,FALSE,FALSE
15.9,10.4,70,25,12,40.2,102.11,FALSE,14.9,11.2,78,24,14,40.2,102.08,FALSE,FALSE
14.9,11.2,78,24,14,40.2,102.08,FALSE,15.2,10.9,75,26,9,40.2,102.03,FALSE,FALSE
15.2,10.9,75,26,9,40.2,102.03,FALSE,13.8,10.1,78,28,7,40.2,102,FALSE,FALSE
13.8,10.1,78,28,7,40.2,102,FALSE,12.4,9.8,84,30,8,32.2,101.98,FALSE,FALSE
12.4,9.8,84,30,8,32.2,101.98,FALSE,12.8,10.4,86,24,4,32.2,101.99,FALSE,FALSE
12.8,10.4,86,24,4,32.2,101.99,FALSE,12.6,10.1,85,21,9,32.2,101.98,FALSE,FALSE
12.6,10.1,85,21,9,32.2,101.98,FALSE,13.6,9.2,75,12,4,32.2,101.97,FALSE,FALSE
13.6,9.2,75,12,4,32.2,101.97,FALSE,12.1,9.1,82,15,4,32.2,101.96,FALSE,FALSE
12.1,9.1,82,15,4,32.2,101.96,FALSE,13.1,9.1,77,10,4,32.2,101.94,FALSE,TRUE
13.1,9.1,77,10,4,32.2,101.94,FALSE,12.4,9.2,80,10,10,32.2,101.97,TRUE,TRUE
12.4,9.2,80,10,10,32.2,101.97,TRUE,12.3,10.4,88,6,10,24.1,102,TRUE,TRUE
12.3,10.4,88,6,10,24.1,102,TRUE,12,10.2,88,7,13,24.1,102.01,TRUE,TRUE
12,10.2,88,7,13,24.1,102.01,TRUE,11.5,10.1,91,10,9,19.3,102.02,TRUE,TRUE
11.5,10.1,91,10,9,19.3,102.02,TRUE,11.8,9.1,83,6,8,32.2,102.03,TRUE,TRUE
11.8,9.1,83,6,8,32.2,102.03,TRUE,11.3,9.8,90,17,7,24.1,102.08,TRUE,TRUE
11.3,9.8,90,17,7,24.1,102.08,TRUE,11.6,9.9,89,29,5,24.1,102.11,TRUE,TRUE
11.6,9.9,89,29,5,24.1,102.11,TRUE,12.1,10.7,91,33,10,32.2,102.1,TRUE,TRUE
12.1,10.7,91,33,10,32.2,102.1,TRUE,12.6,10.5,87,36,4,24.1,102.12,TRUE,TRUE
12.6,10.5,87,36,4,24.1,102.12,TRUE,13.6,10.6,82,18,4,32.2,102.17,TRUE,FALSE
13.6,10.6,82,18,4,32.2,102.17,TRUE,15.1,11.3,78,26,5,32.2,102.13,FALSE,FALSE
15.1,11.3,78,26,5,32.2,102.13,FALSE,16.1,12.7,80,29,13,48.3,102.15,FALSE,FALSE
16.1,12.7,80,29,13,48.3,102.15,FALSE,16.5,10.4,67,28,16,48.3,102.13,FALSE,FALSE
16.5,10.4,67,28,16,48.3,102.13,FALSE,15.5,9.6,68,26,17,40.2,102.1,FALSE,FALSE
15.5,9.6,68,26,17,40.2,102.1,FALSE,15.5,9.5,67,26,16,48.3,102.09,FALSE,FALSE
15.5,9.5,67,26,16,48.3,102.09,FALSE,15.4,10.2,71,28,12,48.3,102.09,FALSE,FALSE
15.4,10.2,71,28,12,48.3,102.09,FALSE,13.9,10.3,79,27,8,32.2,102.09,FALSE,FALSE
13.9,10.3,79,27,8,32.2,102.09,FALSE,11.6,9.4,87,29,9,32.2,102.11,FALSE,FALSE
11.6,9.4,87,29,9,32.2,102.11,FALSE,11.6,10.4,92,32,6,24.1,102.14,FALSE,FALSE
11.6,10.4,92,32,6,24.1,102.14,FALSE,12,10.9,93,36,1,24.1,102.14,FALSE,FALSE
12,10.9,93,36,1,24.1,102.14,FALSE,11,10.7,98,25,6,24.1,102.16,FALSE,FALSE
11,10.7,98,25,6,24.1,102.16,FALSE,10.6,10.4,98,36,2,24.1,102.2,FALSE,FALSE
10.6,10.4,98,36,2,24.1,102.2,FALSE,10.3,8.5,89,36,2,24.1,102.21,FALSE,FALSE
10.3,8.5,89,36,2,24.1,102.21,FALSE,10.3,9.4,94,7,3,24.1,102.21,FALSE,FALSE
10.3,9.4,94,7,3,24.1,102.21,FALSE,8.1,6.7,91,31,5,24.1,102.22,FALSE,FALSE
8.1,6.7,91,31,5,24.1,102.22,FALSE,9.3,8.2,92,34,4,24.1,102.26,FALSE,FALSE
9.3,8.2,92,34,4,24.1,102.26,FALSE,8.9,7.8,93,28,5,32.2,102.28,FALSE,FALSE
8.9,7.8,93,28,5,32.2,102.28,FALSE,10.5,9.6,94,36,2,48.3,102.32,FALSE,FALSE
10.5,9.6,94,36,2,48.3,102.32,FALSE,13.5,10.6,83,16,7,48.3,102.34,FALSE,FALSE
13.5,10.6,83,16,7,48.3,102.34,FALSE,13.9,10.9,82,23,5,48.3,102.35,FALSE,FALSE
13.9,10.9,82,23,5,48.3,102.35,FALSE,15.5,12.5,82,29,15,48.3,102.35,FALSE,FALSE
15.5,12.5,82,29,15,48.3,102.35,FALSE,15.4,12.1,81,28,17,48.3,102.35,FALSE,FALSE
15.4,12.1,81,28,17,48.3,102.35,FALSE,15.6,11.9,79,27,17,48.3,102.32,FALSE,FALSE
15.6,11.9,79,27,17,48.3,102.32,FALSE,16.6,12.2,75,27,16,48.3,102.28,FALSE,FALSE
16.6,12.2,75,27,16,48.3,102.28,FALSE,17.3,13.2,77,29,18,48.3,102.23,FALSE,FALSE
17.3,13.2,77,29,18,48.3,102.23,FALSE,17.5,13.1,75,28,17,48.3,102.18,FALSE,FALSE
17.5,13.1,75,28,17,48.3,102.18,FALSE,17.9,13.7,76,29,19,48.3,102.12,FALSE,FALSE
17.9,13.7,76,29,19,48.3,102.12,FALSE,17.8,13.2,74,29,16,48.3,102.07,FALSE,FALSE
17.8,13.2,74,29,16,48.3,102.07,FALSE,17.7,12,69,28,12,48.3,102.02,FALSE,FALSE
17.7,12,69,28,12,48.3,102.02,FALSE,16.2,12.5,78,23,9,32.2,101.97,FALSE,FALSE
16.2,12.5,78,23,9,32.2,101.97,FALSE,15.1,12.5,84,23,11,32.2,101.94,FALSE,FALSE
15.1,12.5,84,23,11,32.2,101.94,FALSE,14.3,12.3,87,24,8,32.2,101.94,FALSE,FALSE
14.3,12.3,87,24,8,32.2,101.94,FALSE,14,12.3,89,29,3,24.1,101.96,FALSE,FALSE
14,12.3,89,29,3,24.1,101.96,FALSE,11.9,9.4,85,9,9,24.1,101.95,FALSE,FALSE
11.9,9.4,85,9,9,24.1,101.95,FALSE,13.3,10.8,85,16,4,24.1,101.94,FALSE,FALSE
13.3,10.8,85,16,4,24.1,101.94,FALSE,12.2,9.7,85,11,5,24.1,101.95,FALSE,FALSE
12.2,9.7,85,11,5,24.1,101.95,FALSE,12.9,10.5,85,6,6,24.1,101.97,FALSE,FALSE
12.9,10.5,85,6,6,24.1,101.97,FALSE,10.4,9.5,94,34,7,24.1,101.98,FALSE,FALSE
10.4,9.5,94,34,7,24.1,101.98,FALSE,9.6,8.2,91,36,1,24.1,102.01,FALSE,FALSE
9.6,8.2,91,36,1,24.1,102.01,FALSE,10.2,7.5,83,0,1,32.2,102.03,FALSE,FALSE
10.2,7.5,83,0,1,32.2,102.03,FALSE,9.8,8.4,91,10,5,32.2,102.04,FALSE,FALSE
9.8,8.4,91,10,5,32.2,102.04,FALSE,11.9,9.8,87,36,2,48.3,102.06,FALSE,FALSE
11.9,9.8,87,36,2,48.3,102.06,FALSE,14.7,11.1,79,30,9,48.3,102.08,FALSE,FALSE
14.7,11.1,79,30,9,48.3,102.08,FALSE,14.8,11.7,82,28,15,48.3,102.09,FALSE,FALSE
14.8,11.7,82,28,15,48.3,102.09,FALSE,15.3,11.8,79,29,23,48.3,102.09,FALSE,FALSE
15.3,11.8,79,29,23,48.3,102.09,FALSE,15.7,11.7,77,30,20,48.3,102.09,FALSE,FALSE
15.7,11.7,77,30,20,48.3,102.09,FALSE,16.5,12,74,29,17,48.3,102.06,FALSE,FALSE
16.5,12,74,29,17,48.3,102.06,FALSE,16.6,12.4,76,27,14,48.3,102,FALSE,FALSE
16.6,12.4,76,27,14,48.3,102,FALSE,16.7,12.5,76,28,15,48.3,101.98,FALSE,FALSE
16.7,12.5,76,28,15,48.3,101.98,FALSE,17.7,12.7,72,28,16,48.3,101.94,FALSE,FALSE
17.7,12.7,72,28,16,48.3,101.94,FALSE,17.8,12.5,71,28,17,48.3,101.86,FALSE,FALSE
17.8,12.5,71,28,17,48.3,101.86,FALSE,17.6,12,69,27,14,48.3,101.81,FALSE,FALSE
17.6,12,69,27,14,48.3,101.81,FALSE,17.2,11.2,68,28,17,48.3,101.79,FALSE,FALSE
17.2,11.2,68,28,17,48.3,101.79,FALSE,17,11.3,69,30,13,32.2,101.73,FALSE,FALSE
17,11.3,69,30,13,32.2,101.73,FALSE,15.4,11.6,78,28,11,32.2,101.7,FALSE,FALSE
15.4,11.6,78,28,11,32.2,101.7,FALSE,14.5,11.5,82,32,5,32.2,101.72,FALSE,FALSE
14.5,11.5,82,32,5,32.2,101.72,FALSE,13.8,11.1,83,32,9,24.1,101.75,FALSE,FALSE
